OBJECTID,GEOID_20,Land Acres,Water Acres,Census Tract Number,Census Block Group,Census Tract and Block Group,Block Group Name,Census Tract Label,Council District,Comprehensive Plan Growth Area,Comprehensive Plan Area Name,ACS Vinatage,Total Population,Children under 5,Children under 18,Older Adults 65 and over,Median Age,Male,Female,Not Hispanic or Latino White alone,Not Hispanic or Latino Black or African American alone,Not Hispanic or Latino American Indian and Alaska Native alone,Not Hispanic or Latino Asian alone,Not Hispanic or Latino Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino Some Other Race alone,Not Hispanic or Latino Two or more races,Hispanic or Latino (of any race),People of Color,Total Households,Family Households (families),Nonfamily Households,Householder Living Alone,Less than a high school education,Bachelor degree or higher,Workers 16 years and over,Worked from home,Car truck or van - drove alone,Public Transportation (excluding taxicab),No Vehicles Available,Travel Time <15 Minutes,Travel Time 15-29 Minutes,Travel Time 30-44 Minutes,Travel Time 45-59 Minutes,Travel Time 60-89 Minutes,Travel Time 90+ Minutes,Total Housing Units,1-unit detached,Low Density Housing (1-unit att - 4 units),Medium Density Housing (5-49 units),High Density Housing (50+ units),Overcrowded Units (>1 occupants/room),No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,Population 18 years and Over,Population 18 years and Over with a Disability,Population Civilian Noninstitutionalized,Population without Health Insurance,Population 5 years and Over,Population Speaks a Language Other than English,Population Speaks English Less than Very Well,Households with Limited English,Spanish Limited English Speaking Households,Other Indo-European Languages Limited English Speaking Households,Asian and Pacific Island Languages Limited English Speaking Households,Other Languages Limited English Speaking Households,Owner Households,Renter Households,Gross Rent 30% or more of Household Income,Owner housing units with a mortgage where selected monthly onwer costs as a percentage of household income can be computed,Monthly Costs 30% or more of Household Income (owners with a mortgage),Population 25 years and Over,Household Population,Family Household Population,Owner Household Population,Renter Household Population,Meidan Gross Rent,Median Selected Monthly Owner Costs for Households with a Mortgage,Per Capita Income,Median Household Income,Median Earnings Males Worked full-time year-round,Median Earnings Females Worked full-time year-round,"Household Income $100,000 or more","Family Household Income $100,000 or more","Nonfamily Household Income $100,000 or more",Median Family Household Income,Median Nonfamily Household Income,Median Earnings All Workers,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",Households with People under 18 years,Households with People 65 years and over,Working Age Adults to 64 Years,Group Quarters Population,Population 16 years and over,Population 16 years and over not in labor force,Population 16 years and over in civilian labor force,Population 16 years and over in civilian labor force unemployed,Population for whom poverty status is determined,People with Income to Poverty Ratio Under .50,People with Income to Poverty .50 to .99,People with Income to Poverty 1.00 to 1.24,People with Income to Poverty 1.25 to 1.49,People with Income to Poverty 1.50 to 1.84,People with Income to Poverty 1.85 to 1.99,People with Income to Poverty 2.00 and over,Families for whom poverty status is determined,Families with income in the past 12 months below poverty level,Married-couple family with related children of the householder under 18 years below poverty,Married-couple family without related children of the householder under 18 years below poverty,Single parents with related children of the householder under 18 years below poverty,Other family below poverty,Population 20 to 64 years for whom poverty status is determined,Population 20 to 64 years below poverty,Population 20 to 64 years below poverty employed,Population 20 to 64 years employed,Neighborhood Subtype,Council District Type,Urban Center Village Type,"Earnings $50,000 or More Male Workers","Earnings $50,000 or More Female Workers",Population 16 years and over with earnings,Males 16 years and over with earnings,Females 16 years and over with earnings,Shape__Area,Shape__Length
37,530330056003,216.3726382,299.6884184,5600,3,5600.3,Block Group 3,56,6,0,Outside Villages,5Y23,1702,82,316,445,56.4,674,1028,1486,3,0,75,0,3,43,92,216,643,487,156,100,0,1084,790,139,413,28,10,100,209,226,13,0,103,643,613,9,21,0,0,0,0,62,240,226,115,1384,146,1700,0,1620,116,1,0,0,0,0,0,593,50,18,408,269,1319,1690,1477,1489,201,3500+,4001,139948,245729,211552,250000+,444,384,60,250000+,82857,102500,653,16,57,16,48,174,256,941,12,1390,542,848,58,1700,4,12,19,0,65,0,1600,487,0,0,0,0,0,924,5,0,705,Outside Villages,CD,UCUV,351,314,902,387,515,9440769.54779053,21648.6751774576
38,530330057005,107.13896294,18.41305751,5700,5,5700.5,Block Group 5,57,6,0,Outside Villages,5Y23,1333,93,268,196,43.8,631,702,996,0,0,157,0,0,171,9,337,662,307,355,259,0,732,790,164,463,68,60,182,278,112,54,0,0,711,213,52,446,0,0,46,256,181,153,26,0,1065,102,1333,0,1240,104,16,0,0,0,0,0,410,252,76,313,47,1033,1333,859,897,436,2098,2985,75383,120735,121029,69125,369,174,195,137188,117303,70054,474,69,212,18,17,174,145,869,0,1065,246,819,29,1313,37,71,0,50,15,103,1037,307,19,9,0,10,0,869,54,35,739,Outside Villages,CD,UCUV,369,178,815,480,335,4891553.87075806,14694.5622376975
39,530330058011,52.5746352,0,5801,1,5801.1,Block Group 1,58.01,7,0,Outside Villages,5Y23,1784,155,344,59,36,978,806,1337,64,0,135,0,0,118,130,447,769,477,292,152,0,1082,1305,711,391,125,0,125,254,161,54,0,0,840,240,489,111,0,0,0,84,258,331,83,13,1431,89,1775,0,1629,335,41,0,0,0,0,0,237,532,32,195,76,1345,1775,1347,600,1175,3500+,3417,104975,214592,160381,114521,609,417,192,250000+,136707,113680,1073,40,126,41,25,226,49,1381,9,1457,152,1305,0,1775,16,0,80,0,0,0,1679,477,0,0,0,0,0,1369,16,0,1263,Outside Villages,CD,UCUV,627,522,1324,699,625,2290033.95233154,6202.09697607517
40,530330059022,79.12487293,0,5902,2,5902.2,Block Group 2,59.02,7,0,Outside Villages,5Y23,1425,65,317,244,40.3,684,741,1104,44,0,113,0,9,69,86,321,544,451,93,55,0,680,754,235,377,26,56,108,263,91,46,0,11,569,524,0,0,45,45,45,0,68,210,173,48,1108,57,1425,0,1360,85,24,0,0,0,0,0,434,110,55,335,101,872,1425,1204,1086,339,3500+,4001,84081,186833,-,135833,448,410,38,235709,-,71667,547,133,38,3,33,189,217,864,0,1147,382,765,11,1425,0,0,0,0,0,43,1382,451,0,0,0,0,0,787,0,0,619,Outside Villages,CD,UCUV,254,267,812,445,367,3446497.49356079,10261.6111860046
41,530330062002,139.4855516,18.59393865,6200,2,6200.2,Block Group 2,62,3,0,Outside Villages,5Y23,1679,60,304,270,45.8,867,812,1226,15,0,191,0,0,209,38,453,662,486,176,135,9,959,974,165,448,118,35,226,371,159,29,13,11,674,655,19,0,0,0,0,0,88,187,265,122,1346,102,1673,0,1619,257,38,0,0,0,0,0,597,65,19,373,78,1232,1650,1429,1476,174,3500+,4001,129098,172188,224722,133173,462,410,52,250000+,41336,71941,702,87,130,64,0,153,208,1105,29,1412,368,1044,61,1650,0,0,21,88,24,0,1517,486,0,0,0,0,0,1051,0,0,854,Outside Villages,CD,UCUV,397,309,1157,632,525,6021525.34207153,13219.0525194516
42,530330063002,351.9964269,12.21417191,6300,2,6300.2,Block Group 2,63,3,0,Outside Villages,5Y23,1262,81,345,314,46.9,569,693,965,0,0,145,0,0,137,15,297,547,390,157,139,0,810,375,125,161,18,0,21,166,45,18,0,0,587,497,31,59,0,0,0,59,41,261,154,32,917,27,1262,17,1181,42,11,0,0,0,0,0,360,187,13,164,52,917,1262,1070,814,448,2290,4001,165773,220893,199236,125227,441,297,144,250000+,119561,119966,390,0,0,0,0,164,186,603,0,935,410,525,135,1262,0,0,16,13,205,31,997,390,0,0,0,0,0,603,0,0,338,Outside Villages,CD,UCUV,191,146,489,241,248,14034335.7981873,24706.6349086436
43,530330067013,47.96636694,12.71727846,6701,3,6701.3,Block Group 3,67.01,7,0,Outside Villages,5Y23,906,0,0,77,31.2,470,436,659,29,0,189,0,0,20,9,247,704,86,618,501,0,626,658,157,252,109,175,66,196,179,32,0,28,825,0,59,390,376,24,185,347,172,0,0,0,906,31,906,0,906,177,28,28,0,28,0,0,48,656,364,48,0,789,906,173,93,813,1993,-,84505,83125,135759,79583,340,86,254,250000+,80284,71652,525,8,93,24,44,0,77,829,0,906,77,829,135,906,0,0,0,28,105,22,751,86,0,0,0,0,0,829,0,0,694,Outside Villages,CD,UCUV,286,250,829,393,436,1886920.6895752,6402.69254208067
44,530330049011,48.47836929,0,4901,1,4901.1,Block Group 1,49.01,6,0,Outside Villages,5Y23,1107,13,26,244,37.4,392,715,801,0,0,158,0,0,57,91,306,591,190,401,269,96,599,769,280,160,249,129,119,153,82,51,36,48,591,77,150,364,0,0,18,340,99,124,10,0,983,10,1009,13,1094,177,50,0,0,0,0,0,174,417,105,148,41,951,1009,447,376,633,1660,3875,93721,118380,155363,82798,318,176,142,250000+,74145,78404,530,58,134,18,29,25,139,837,98,1081,312,769,0,1009,52,12,0,0,60,0,885,190,0,0,0,0,0,833,64,12,714,Outside Villages,CD,UCUV,301,254,808,332,476,2111563.41821289,6136.34610904013
45,530330067023,29.27902246,0,6702,3,6702.3,Block Group 3,67.02,7,412,Uptown,5Y23,835,0,0,24,28.4,495,340,610,0,0,93,0,0,41,91,225,619,198,421,406,0,755,789,475,179,50,42,29,172,71,42,0,0,712,21,102,301,288,0,17,267,335,0,0,0,835,51,835,0,835,152,0,0,0,0,0,0,188,431,0,159,29,771,835,398,261,574,2657,3088,131114,137208,128824,94814,572,198,374,227950,129679,128035,776,0,24,0,21,0,21,811,0,835,0,835,14,835,0,0,0,0,0,0,835,198,0,0,0,0,0,811,0,0,797,Urban Center,CD,UCUV,437,316,835,495,340,1275339.31906128,5141.59124227606
46,530330019003,20.06643962,0,1900,3,1900.3,Block Group 3,19,5,301,Northgate,5Y23,968,0,14,274,31.4,298,670,546,0,8,322,0,0,64,28,422,628,152,476,306,8,732,602,133,165,175,73,48,162,105,35,107,12,652,0,37,52,556,76,128,349,151,0,0,0,954,234,968,9,968,328,28,28,0,0,28,0,39,589,339,18,18,881,968,323,39,929,2317,-,75353,93333,-,79107,308,74,234,-,93889,61214,518,54,26,14,18,12,224,680,0,954,324,630,0,968,64,9,18,46,30,0,801,152,12,12,0,0,0,656,59,42,609,Urban Center,CD,UCUV,117,265,642,232,410,874025.930297852,3966.94156414592
47,530330016001,243.33603612,79.10288055,1600,1,1600.1,Block Group 1,16,5,0,Outside Villages,5Y23,1578,99,375,413,48.9,888,690,1125,0,0,214,0,0,100,139,453,615,438,177,151,11,977,720,258,383,14,0,111,147,92,67,22,23,615,598,9,8,0,0,0,22,111,251,169,62,1203,82,1578,0,1479,173,19,0,0,0,0,0,545,70,44,397,112,1150,1573,1373,1480,93,-,4001,125207,226134,206125,129821,489,344,120,250000+,120767,109464,596,23,76,17,8,200,240,790,5,1236,501,735,15,1578,0,0,8,27,0,0,1543,438,0,0,0,0,0,751,0,0,639,Outside Villages,CD,UCUV,428,215,870,552,318,9428934.61346436,17743.5696891146
48,530330017022,80.28799796,0,1702,2,1702.2,Block Group 2,17.02,5,103,Crown Hill,5Y23,1445,110,238,130,34.4,800,645,1039,0,0,115,0,0,220,71,406,500,369,131,28,58,828,969,462,337,62,16,53,255,157,42,0,0,607,527,37,43,0,0,0,28,138,182,42,110,1207,23,1445,0,1335,130,0,0,0,0,0,0,394,106,42,372,60,1032,1445,1119,1154,291,2819,3016,83106,250000+,119191,100885,349,246,103,217212,250000+,98199,663,13,185,23,85,172,97,1077,0,1233,219,1014,45,1445,32,0,26,0,0,0,1387,369,16,0,0,16,0,974,16,0,821,Residential Urban Village,CD,UCUV,421,369,1029,584,445,3497107.49902344,7946.06149988065
49,530330020001,81.94681639,0,2000,1,2000.1,Block Group 1,20,5,0,Outside Villages,5Y23,1891,122,323,437,36.6,597,1294,1432,27,0,271,0,0,113,48,459,502,310,192,105,0,913,632,204,302,64,46,81,180,107,35,3,22,544,401,7,71,65,0,13,69,159,160,85,16,1494,610,1817,34,1769,240,60,0,0,0,0,0,412,90,18,268,79,1495,1258,969,1054,204,2186,3108,65317,166731,128571,111985,380,258,122,220431,105568,90673,530,45,54,17,0,176,107,1131,633,1593,935,658,12,1817,51,328,12,52,10,29,1335,310,8,0,8,0,0,1112,362,12,636,Outside Villages,CD,UCUV,246,309,747,320,427,3569360.95626831,10840.0349187609
50,530330021002,119.30074851,0,2100,2,2100.2,Block Group 2,21,4,0,Outside Villages,5Y23,1660,97,389,244,38.1,885,775,1350,0,0,126,0,0,120,64,310,627,425,202,143,31,731,826,304,347,78,39,54,198,157,93,0,20,627,425,30,137,26,0,0,92,198,130,108,99,1271,110,1625,50,1563,143,37,19,0,0,19,0,419,208,82,333,110,1226,1625,1336,1180,445,2129,2842,68354,143869,98800,126435,408,332,76,187824,59700,71856,595,73,68,79,30,206,131,1027,35,1330,441,889,44,1625,28,68,0,0,44,44,1441,425,9,0,9,0,0,1012,78,14,775,Outside Villages,CD,UCUV,355,195,949,551,398,5196390.85919189,11340.5883672935
51,530330025002,89.53443424,0,2500,2,2500.2,Block Group 2,25,4,0,Outside Villages,5Y23,1940,99,367,242,36.2,975,965,1415,0,13,268,0,0,154,90,525,796,474,322,197,9,1220,1207,347,486,144,51,207,366,156,75,56,0,796,462,137,197,0,14,62,71,258,317,63,25,1573,130,1940,129,1841,290,78,22,0,0,22,0,449,347,107,349,34,1491,1940,1446,1238,702,2517,2984,80005,158269,107337,97805,530,342,159,179583,99500,71441,855,80,190,35,47,203,176,1331,0,1573,339,1234,27,1940,9,50,50,10,0,94,1727,474,8,0,0,0,8,1317,51,45,1112,Outside Villages,CD,UCUV,490,383,1290,593,697,3899882.16897583,8218.54157401684
52,530330029002,81.68636732,0,2900,2,2900.2,Block Group 2,29,6,0,Outside Villages,5Y23,1908,68,281,273,49.2,898,1010,1785,0,0,35,0,0,30,58,123,785,633,152,118,20,1000,1160,508,403,81,13,218,291,57,47,39,0,830,732,0,52,0,0,0,33,152,320,245,35,1627,82,1908,0,1840,63,0,0,0,0,0,0,692,93,23,576,165,1492,1906,1674,1681,225,2725,4001,91804,181050,175288,71641,668,558,110,172278,106447,72129,722,121,297,171,10,214,174,1354,2,1702,333,1369,48,1908,9,15,0,12,0,77,1795,633,0,0,0,0,0,1263,15,13,1158,Outside Villages,CD,UCUV,509,346,1382,636,746,3558030.2671814,8432.03605939312
53,530330028002,64.10259547,0,2800,2,2800.2,Block Group 2,28,6,0,Outside Villages,5Y23,1264,0,126,158,35.9,679,585,1012,106,0,0,0,0,129,17,252,619,360,259,193,0,1004,958,230,461,93,21,179,214,291,28,0,16,619,456,75,88,0,0,0,99,159,272,74,15,1138,72,1264,39,1264,17,0,0,0,0,0,0,365,254,96,245,29,1087,1264,935,833,431,1974,3242,95679,165703,139912,108061,444,343,101,250000+,86595,101333,754,45,91,53,15,77,109,980,0,1138,164,974,16,1264,34,0,15,0,0,19,1196,360,0,0,0,0,0,964,16,0,912,Outside Villages,CD,UCUV,462,311,1010,543,467,2792125.88891602,7278.08977232341
54,530330041011,123.64337848,537.06896772,4101,1,4101.1,Block Group 1,41.01,4,0,Outside Villages,5Y23,1350,173,487,204,40,752,598,1103,10,0,43,0,0,53,141,247,388,384,4,4,0,752,510,106,319,0,0,66,276,52,10,0,0,388,388,0,0,0,0,0,0,0,118,180,90,863,14,1350,0,1177,74,0,0,0,0,0,0,388,0,0,332,135,808,1350,1346,1350,0,-,4001,124202,250000+,250000+,158828,370,370,0,250000+,-,154205,444,11,55,0,0,219,118,659,0,887,292,595,85,1350,10,0,0,0,0,0,1340,384,0,0,0,0,0,636,10,0,473,Outside Villages,CD,UCUV,244,149,589,303,286,5507711.17883301,11205.5838351449
55,530330067032,42.91676847,0,6703,2,6703.2,Block Group 2,67.03,7,0,Outside Villages,5Y23,938,54,64,0,34.5,362,576,562,10,0,91,0,7,132,136,376,658,146,512,434,0,751,775,230,253,35,17,145,156,207,21,16,0,671,24,68,495,84,21,31,358,235,22,0,12,874,20,938,49,884,109,0,0,0,0,0,0,322,336,133,312,21,765,938,344,343,595,2443,1188,135429,124194,197031,123889,497,146,351,250000+,123546,123683,713,29,0,0,33,61,0,874,0,884,107,777,2,938,12,35,0,0,0,36,855,146,0,0,0,0,0,874,47,0,775,Outside Villages,CD,UCUV,272,413,816,272,544,1869366.80657959,5633.69394039896
56,530330053041,6.84506618,0,5304,1,5304.1,Block Group 1,53.04,4,401,University District,5Y23,1573,0,9,0,19.1,566,1007,540,36,0,731,9,0,131,126,1033,0,0,0,0,0,0,219,18,63,30,0,65,99,26,11,0,0,31,0,0,0,31,0,0,0,0,0,0,0,0,0,1573,49,1573,868,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,10213,-,-,-,0,0,0,-,-,3804,104,98,54,0,0,0,0,1564,1573,1573,1250,323,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urban Center,CD,UCUV,0,10,846,260,586,298154.29208374,2921.30218783997
57,530330036012,79.2518851,0,3601,2,3601.2,Block Group 2,36.01,6,0,Outside Villages,5Y23,1421,129,258,473,47.4,676,745,1151,0,0,253,0,0,0,17,270,737,328,409,308,0,1106,663,355,308,0,21,60,204,44,0,0,0,737,523,192,22,0,0,0,22,298,226,142,49,1163,22,1421,0,1292,366,209,192,0,0,192,0,604,133,22,218,0,1163,1421,909,1197,224,2650,4001,122778,189766,158125,161183,455,311,144,250000+,-,160295,587,22,54,0,0,151,375,690,0,1163,500,663,0,1421,0,192,0,0,22,0,1207,328,0,0,0,0,0,690,0,0,620,Outside Villages,CD,UCUV,362,211,663,406,257,3452003.60540771,7341.51997802905
58,530330036021,42.07908122,0,3602,1,3602.1,Block Group 1,36.02,4,202,Roosevelt,5Y23,1658,35,84,62,30.3,642,1016,915,122,0,439,0,0,30,152,743,1351,190,1161,1073,0,1247,1409,567,401,186,349,161,348,297,13,0,23,1462,39,21,333,1069,31,429,791,71,21,39,0,1574,169,1658,46,1623,419,219,205,0,0,205,0,21,1330,696,7,0,1429,1658,412,54,1604,2108,-,87959,101086,110250,118620,692,130,562,141786,84688,84088,1084,219,61,0,62,76,62,1512,0,1623,149,1474,48,1658,27,92,14,163,14,0,1348,190,0,0,0,0,0,1512,119,92,1392,Residential Urban Village,CD,UCUV,333,690,1505,624,881,1832834.79928589,6310.6908857093
59,530330041023,141.60991657,0,4102,3,4102.3,Block Group 3,41.02,4,0,Outside Villages,5Y23,1509,93,353,306,40.4,744,765,1178,0,0,182,0,0,63,86,331,699,368,331,261,1,954,890,323,231,198,0,103,249,80,40,95,0,713,532,85,96,0,0,0,57,183,348,93,18,1156,104,1509,12,1416,162,10,0,0,0,0,0,550,149,37,388,38,1094,1507,1109,1250,257,2280,4001,106479,219702,132273,-,534,331,203,250000+,120974,130455,733,63,77,1,16,254,248,850,2,1163,273,890,0,1509,0,32,0,19,1,0,1457,368,0,0,0,0,0,850,32,15,771,Outside Villages,CD,UCUV,463,290,890,498,392,6164082.93637085,12263.7131687748
60,530330048001,68.41236043,0,4800,1,4800.1,Block Group 1,48,6,0,Outside Villages,5Y23,989,103,204,47,37.4,522,467,771,0,0,57,0,0,43,118,218,433,258,175,127,0,604,688,289,240,35,16,106,154,126,0,13,0,433,374,59,0,0,0,0,0,131,260,23,19,785,67,989,0,886,100,20,20,20,0,0,0,334,99,34,280,50,741,989,724,730,259,3500+,4001,143076,192928,145363,119554,362,258,104,233750,175156,108201,469,79,140,0,0,125,33,738,0,841,137,704,16,989,24,0,0,0,20,0,945,258,0,0,0,0,0,706,12,12,616,Outside Villages,CD,UCUV,319,241,745,389,356,2979888.94732666,8388.97951737077
61,530330058031,96.948337,0,5803,1,5803.1,Block Group 1,58.03,7,0,Outside Villages,5Y23,1747,104,269,149,33.2,995,752,909,89,0,501,1,0,218,29,838,733,359,374,167,55,1071,1230,300,558,221,49,131,371,334,16,27,51,772,417,120,211,24,36,0,122,219,289,84,19,1473,140,1742,62,1643,491,158,36,22,0,14,0,327,406,88,239,31,1478,1723,1068,883,840,2220,3170,92516,170938,123641,83625,544,312,232,241902,168036,90313,951,187,21,0,89,163,119,1329,24,1478,206,1272,24,1742,99,153,56,24,33,13,1364,359,0,0,0,0,0,1329,246,167,1158,Outside Villages,CD,UCUV,532,368,1253,700,553,4222859.54650879,8407.26501601839
62,530330057003,132.625412,0,5700,3,5700.3,Block Group 3,57,6,0,Outside Villages,5Y23,1218,35,280,309,45.3,587,631,975,0,0,62,0,0,21,160,243,501,366,135,114,33,777,562,185,318,59,33,42,208,77,50,0,0,501,373,15,113,0,0,0,0,159,246,96,0,938,64,1218,29,1183,187,33,33,0,0,33,0,420,81,0,300,52,938,1218,1059,935,283,2039,3645,104759,176563,154261,166016,329,271,58,198750,-,130438,463,61,19,0,33,163,205,629,0,938,362,576,0,1218,43,0,0,29,0,29,1117,366,14,0,14,0,0,629,14,0,500,Outside Villages,CD,UCUV,260,200,605,318,287,5776860.24533081,9900.41232626539
63,530330061002,113.31585616,39.01843397,6100,2,6100.2,Block Group 2,61,3,0,Outside Villages,5Y23,1202,72,313,158,39.8,642,560,1016,0,0,100,0,0,0,86,186,525,317,208,186,16,813,580,268,171,0,16,110,202,0,0,0,0,650,337,21,276,16,0,0,162,134,107,80,42,889,107,1202,1,1130,188,24,0,0,0,0,0,347,178,121,253,53,844,1196,969,982,214,1869,4001,90916,205813,140563,101964,304,268,36,250000+,78083,101905,391,62,126,1,0,164,103,731,6,916,296,620,40,1202,46,18,0,0,116,1,1021,317,0,0,0,0,0,731,47,45,566,Outside Villages,CD,UCUV,265,232,600,267,333,4444369.94467163,13396.8180709137
64,530330067022,15.79275204,0,6702,2,6702.2,Block Group 2,67.02,7,312,South Lake Union,5Y23,1084,11,11,31,31.4,760,324,233,34,0,758,4,0,44,11,851,836,114,722,664,0,885,921,322,65,59,433,156,316,127,0,0,0,941,0,0,105,809,67,348,476,12,0,0,0,1073,49,1084,9,1073,477,154,100,0,0,100,0,0,836,121,0,0,1031,1005,222,0,1005,2310,-,142593,169680,169800,122500,767,114,653,239938,168540,167700,891,11,0,0,47,12,0,1042,79,1073,80,993,44,1084,31,11,0,13,5,0,1024,114,0,0,0,0,0,1042,42,0,949,Urban Center,CD,UCUV,639,257,998,723,275,687910.596832275,3432.90951549613
65,530330067031,66.40660604,0,6703,1,6703.1,Block Group 1,67.03,7,0,Outside Villages,5Y23,1006,0,200,209,43.7,456,550,775,0,0,38,0,0,113,80,231,475,273,202,180,23,467,559,192,241,40,0,51,293,13,10,0,0,475,269,29,172,5,0,0,110,109,129,120,7,806,97,1006,103,1006,181,0,0,0,0,0,0,360,115,79,158,76,766,961,736,823,138,1834,4001,121681,107380,170893,85326,363,268,95,181103,-,85571,274,33,212,0,40,136,142,597,45,818,236,582,23,1006,45,0,0,0,0,0,961,273,0,0,0,0,0,557,45,0,483,Outside Villages,CD,UCUV,193,189,621,278,343,2892525.55612183,8146.44649259114
66,530330070011,52.88747062,0,7001,1,7001.1,Block Group 1,70.01,7,106,Upper Queen Anne,5Y23,1459,0,17,249,51.1,780,679,930,131,2,128,0,0,85,183,529,1207,174,1033,977,2,1110,1134,480,401,15,196,74,365,187,18,10,0,1359,56,75,993,235,0,44,828,279,40,16,0,1442,172,1459,205,1459,194,89,67,67,0,0,0,643,564,249,467,269,1384,1453,362,838,615,1671,-,114073,74821,100554,125333,487,159,328,234861,58862,64432,666,351,91,10,16,18,186,1193,6,1442,307,1135,1,1459,1,109,64,1,29,0,1255,174,0,0,0,0,0,1178,93,0,1026,Residential Urban Village,CD,UCUV,528,412,1169,637,532,2303655.48214722,6655.77048060032
67,530330072013,9.56544932,0,7201,3,7201.3,Block Group 3,72.01,7,413,Downtown,5Y23,2103,0,0,448,38.8,1151,952,590,69,0,1351,0,0,58,35,1513,1211,568,643,454,0,1827,1337,489,122,87,361,264,362,101,81,40,0,1379,0,0,44,1335,22,84,418,709,0,0,0,2103,52,2103,41,2103,1213,363,56,0,56,0,0,599,612,149,431,95,2014,2103,1242,1172,931,2405,4001,122357,181406,161971,119630,856,362,494,236111,173244,141810,1191,59,102,0,26,0,239,1655,0,2103,698,1405,27,2103,18,98,0,415,0,17,1555,568,28,0,28,0,0,1655,63,45,1336,Urban Center,CD,UCUV,820,469,1480,863,617,416670.208648682,2959.34044407857
68,530330073011,30.67096707,0,7301,1,7301.1,Block Group 1,73.01,7,312,South Lake Union,5Y23,1324,0,0,22,27.8,757,567,238,65,97,827,0,0,20,77,1086,952,26,926,592,18,913,1107,528,187,21,494,216,302,61,0,0,0,952,0,20,0,932,19,365,437,150,0,0,0,1324,53,1324,76,1324,729,37,19,0,0,19,0,0,952,387,0,0,1074,1324,51,0,1324,2162,-,85415,100885,125054,100755,510,26,484,-,100547,101628,1010,0,97,0,0,0,22,1302,0,1324,115,1209,102,1324,213,30,0,19,0,0,1062,26,0,0,0,0,0,1302,243,73,1107,Urban Center,CD,UCUV,491,344,1107,625,482,1335985.33822632,5145.57273863946
69,530330073012,13.93254273,0,7301,2,7301.2,Block Group 2,73.01,7,312,South Lake Union,5Y23,729,0,0,140,34.3,378,351,355,5,18,255,4,0,42,50,374,498,74,424,408,0,426,373,60,74,84,161,112,122,79,0,0,0,782,0,45,176,561,27,224,231,43,0,0,0,729,182,729,23,729,238,78,60,15,29,16,0,0,498,178,0,0,644,590,148,0,590,2112,-,69261,71316,140250,-,186,74,112,250000+,-,73988,346,0,27,0,0,0,63,589,139,729,330,399,26,729,107,93,0,58,72,18,381,74,0,0,0,0,0,589,141,19,373,Urban Center,CD,UCUV,146,168,445,238,207,606891.780761719,4832.87356996692
70,530330075013,26.94091134,0,7501,3,7501.3,Block Group 3,75.01,3,414,First Hill/Capitol Hill,5Y23,1178,0,133,162,35.5,655,523,654,70,49,268,0,50,38,49,524,857,120,737,701,81,568,831,100,118,244,419,72,384,111,36,128,0,985,139,14,620,212,0,246,348,110,153,0,0,1045,237,1178,31,1178,383,49,46,46,0,0,0,142,715,323,113,0,898,1158,383,370,788,1375,-,82945,49961,134273,82041,235,120,115,250000+,48415,80663,546,267,18,0,0,89,148,883,20,1045,214,831,0,1178,2,107,58,50,85,29,847,120,0,0,0,0,0,883,56,50,819,Urban Center,CD,UCUV,265,316,831,451,380,1173483.41079712,4628.2880911797
71,530330077004,46.33176484,0,7700,4,7700.4,Block Group 4,77,3,131,Madison-Miller,5Y23,1349,27,27,20,30.7,632,717,728,18,0,155,0,14,157,277,621,882,126,756,501,0,882,1197,488,184,382,239,104,264,242,71,28,0,1058,69,507,334,148,0,210,154,270,173,48,27,1322,129,1349,72,1322,354,0,0,0,0,0,0,289,593,244,271,79,1126,1349,288,483,866,1834,3636,99070,81719,68494,100594,411,126,285,250000+,67727,68835,1008,34,107,58,6,32,20,1302,0,1322,92,1230,17,1349,35,34,0,19,53,13,1195,126,0,0,0,0,0,1302,69,34,1213,Residential Urban Village,CD,UCUV,405,456,1287,603,684,2018131.24942017,6726.1273672179
